tc,mean_sharpe,std_sharpe
0.0,1.0734626439132076,1.411785017826175
0.0005,0.6872663838971851,1.3348463442216085
0.001,0.3435737946484072,1.3105406087088267
0.0025,-0.44113831132646053,1.3138745492624746
0.005,-1.220448042026761,1.3303661882113587
